,BTC,XRP,4b. close (USD),4b. close (USD),4b. close (USD)
2020-09-18,10933.39,0.25065,384.39,48.54,0.0027892
2020-09-19,11080.65,0.25112,385.25,48.52,0.0027901
2020-09-20,10920.28,0.24652,371.04,47.09,0.0027729
2020-09-21,10417.22,0.23102,340.36,43.16,0.0025972
2020-09-22,10529.61,0.23302,344.21,44.47,0.0026432
2020-09-23,10241.46,0.22164,320.72,42.96,0.0025444
2020-09-24,10736.32,0.23276,348.97,44.92,0.0026297
2020-09-25,10686.67,0.24154,351.92,46.02,0.0027015
2020-09-26,10728.6,0.24153,353.92,46.03,0.0026972
2020-09-27,10774.25,0.24334,357.49,46.05,0.0026954
2020-09-28,10696.12,0.24107,353.96,45.23,0.0026504
2020-09-29,10840.48,0.24285,359.79,45.69,0.0026727
2020-09-30,10776.59,0.24171,359.83,46.24,0.002635
2020-10-01,10619.13,0.23819,352.85,46.25,0.0026246
2020-10-02,10570.4,0.23386,345.6,44.88,0.0025902
2020-10-03,10542.06,0.23273,345.95,45.51,0.0025955
2020-10-04,10666.63,0.24794,352.37,46.69,0.002633
2020-10-05,10792.21,0.2503,353.62,46.34,0.0026182
2020-10-06,10599.66,0.24545,340.75,45.99,0.002597
2020-10-07,10666.39,0.2487,341.58,46.55,0.0025895
2020-10-08,10925.57,0.25141,350.95,47.21,0.0026098
2020-10-09,11050.64,0.25293,365.02,47.78,0.0026556
2020-10-10,11293.22,0.25402,370.52,48.88,0.0026621
2020-10-11,11369.02,0.25544,374.16,50.48,0.0026701
2020-10-12,11528.25,0.25603,386.51,50.58,0.002667
2020-10-13,11420.56,0.2565,381.04,49.89,0.0026385
2020-10-14,11417.89,0.24906,378.69,49.79,0.002639
2020-10-15,11505.12,0.24596,377.64,49.53,0.0025953
2020-10-16,11319.32,0.24011,365.5,47.6,0.002604
2020-10-17,11360.2,0.24057,368.32,46.93,0.0025834
2020-10-18,11503.14,0.24221,378.11,47.54,0.0025874
2020-10-19,11751.47,0.24558,379.3,47.99,0.0025921
2020-10-20,11909.99,0.24322,368.52,46.88,0.0025944
2020-10-21,12780.96,0.25088,390.38,52.98,0.002623
2020-10-22,12968.52,0.25709,413.98,54.35,0.002646
2020-10-23,12923.07,0.25471,409.11,55.42,0.0026423
2020-10-24,13111.73,0.2562,412.14,59.23,0.0026365
2020-10-25,13028.83,0.25313,405.86,58.84,0.0026528
2020-10-26,13052.19,0.2481,392.52,56.82,0.002665
2020-10-27,13636.17,0.25273,403.45,57.91,0.0026702
2020-10-28,13266.4,0.2454,388.23,55.77,0.0025801
2020-10-29,13455.7,0.24239,387.13,54.87,0.0025733
2020-10-30,13560.1,0.23905,382.49,54.01,0.0025833
2020-10-31,13791.0,0.23968,386.46,55.72,0.0025666
2020-11-01,13761.5,0.23999,396.67,55.6,0.0025745
2020-11-02,13549.37,0.23523,383.02,53.8,0.0025162
2020-11-03,14023.53,0.2396,387.88,53.96,0.0025141
2020-11-04,14144.01,0.23758,402.49,54.67,0.002546
2020-11-05,15590.02,0.24561,416.69,58.95,0.0026347
2020-11-06,15579.92,0.25863,455.91,63.2,0.002757
2020-11-07,14818.3,0.2491,435.21,58.9,0.00267
2020-11-08,15475.1,0.25374,454.3,61.02,0.002707
2020-11-09,15328.41,0.25059,444.32,59.23,0.002672
2020-11-10,15297.21,0.2538,450.34,57.93,0.002761
2020-11-11,15684.24,0.25581,463.09,59.27,0.002758
2020-11-12,16291.86,0.2549,462.39,60.72,0.0027788
2020-11-13,16320.7,0.2659,476.43,65.96,0.0028114
2020-11-14,16070.45,0.26824,460.89,63.85,0.0027689
2020-11-15,15957.0,0.26954,448.08,62.28,0.0027718
2020-11-16,16713.57,0.28813,460.55,73.84,0.00289
2020-11-17,17659.38,0.30247,482.15,76.32,0.0029398
2020-11-18,17776.12,0.29335,478.41,73.42,0.0029085
2020-11-19,17802.82,0.30358,471.25,81.53,0.0029068
2020-11-20,18655.67,0.32991,510.12,82.53,0.002987
2020-11-21,18703.8,0.46283,552.35,87.14,0.0035132
2020-11-22,18414.43,0.44611,560.03,82.87,0.0033415
2020-11-23,18368.0,0.61579,608.58,89.03,0.0036845
2020-11-24,19160.01,0.694,604.97,89.25,0.0042592
2020-11-25,18719.11,0.63022,569.5,81.75,0.0037081
2020-11-26,17149.47,0.53654,519.83,71.0,0.0032492
2020-11-27,17139.52,0.5623,518.68,69.15,0.0032752
2020-11-28,17719.85,0.62579,537.52,72.7,0.0033945
2020-11-29,18184.99,0.60543,576.3,78.91,0.0034365
2020-11-30,19695.87,0.66417,616.66,87.65,0.003561
2020-12-01,18764.96,0.61088,585.26,85.08,0.0033211
2020-12-02,19204.09,0.62972,596.89,88.9,0.0033624
2020-12-03,19421.9,0.63046,615.85,89.0,0.003429
2020-12-04,18650.52,0.55367,567.24,79.52,0.003283
2020-12-05,19147.66,0.58517,596.8,83.14,0.0033917
2020-12-06,19359.4,0.62107,601.54,83.55,0.0033857
2020-12-07,19166.9,0.60818,591.28,83.37,0.003336
2020-12-08,18324.11,0.5589,554.94,76.76,0.0031723
2020-12-09,18541.28,0.58265,573.09,77.41,0.0031562
2020-12-10,18254.63,0.57267,558.99,74.7,0.0031043
2020-12-11,18036.53,0.54945,544.43,72.2,0.0030732
2020-12-12,18808.69,0.50658,568.04,76.67,0.0031609
2020-12-13,19174.99,0.51365,590.7,82.28,0.00326
2020-12-14,19273.14,0.4974,586.29,82.35,0.003226
2020-12-15,19426.43,0.46793,588.64,81.32,0.0032078
2020-12-16,21335.52,0.56941,637.18,92.94,0.0034183
2020-12-17,22797.16,0.5769,642.7,101.01,0.003722
2020-12-18,23107.39,0.58337,653.85,109.34,0.0038675
2020-12-19,23821.61,0.57666,658.03,119.85,0.0039291
2020-12-20,23455.52,0.55586,638.18,114.58,0.0046381
2020-12-21,22719.71,0.51445,607.58,104.45,0.0047784
2020-12-22,23810.79,0.44642,636.45,114.32,0.0045159
2020-12-23,23232.76,0.2605,585.56,102.45,0.0037449
2020-12-24,23729.2,0.33863,612.31,111.13,0.0045731
2020-12-25,24712.47,0.31768,626.82,127.78,0.0045549
2020-12-26,26493.39,0.29481,637.44,129.61,0.0045131
2020-12-27,26281.66,0.28407,685.11,127.88,0.004547
2020-12-28,27079.41,0.24845,730.41,129.83,0.0046015
2020-12-29,27385.0,0.22142,732.0,128.8,0.0045012
2020-12-30,28875.54,0.21138,752.17,130.05,0.0046251
2020-12-31,28923.63,0.21959,736.42,124.21,0.0046709
2021-01-01,29331.69,0.23746,728.91,126.24,0.00568
2021-01-02,32178.33,0.22064,774.56,136.96,0.0105264
2021-01-03,33000.05,0.2254,978.28,161.24,0.0098209
2021-01-04,31988.71,0.23565,1041.43,155.34,0.0097613
2021-01-05,33949.53,0.22573,1099.56,158.43,0.00997
2021-01-06,36769.36,0.24854,1208.42,168.92,0.01042
2021-01-07,39432.28,0.32389,1224.87,169.35,0.0097439
2021-01-08,40582.81,0.32032,1216.93,172.19,0.00974
2021-01-09,40088.22,0.32419,1276.0,177.26,0.0101789
2021-01-10,38150.02,0.31491,1254.25,170.07,0.00982
2021-01-11,35404.47,0.28743,1087.01,138.87,0.0088326
2021-01-12,34051.24,0.29254,1050.16,133.42,0.0080807
2021-01-13,37371.38,0.30582,1129.89,147.38,0.0086738
2021-01-14,39144.5,0.29642,1231.62,152.5,0.0093907
2021-01-15,36742.22,0.27991,1168.53,143.65,0.0093525
2021-01-16,35994.98,0.27924,1227.83,143.52,0.0092374
2021-01-17,35828.61,0.27746,1232.45,142.8,0.0090987
2021-01-18,36631.27,0.28528,1258.45,151.96,0.0091782
2021-01-19,35891.49,0.29396,1365.36,151.86,0.0090428
2021-01-20,35468.23,0.29539,1376.99,149.69,0.0090487
2021-01-21,30850.13,0.26802,1110.96,129.72,0.0081581
2021-01-22,32945.17,0.27217,1232.62,137.66,0.0085075
2021-01-23,32078.0,0.27167,1233.6,137.67,0.0085779
2021-01-24,32259.9,0.27339,1392.51,141.01,0.0087135
2021-01-25,32254.2,0.26757,1317.88,137.07,0.0083509
2021-01-26,32467.77,0.26834,1365.97,134.67,0.0082472
2021-01-27,30366.15,0.25039,1239.03,122.44,0.0074124
2021-01-28,33364.86,0.26407,1329.69,133.27,0.0364995
2021-01-29,34252.2,0.2829,1379.5,134.65,0.0459059
2021-01-30,34262.88,0.44372,1378.05,133.36,0.02826
2021-01-31,33092.98,0.49507,1312.55,129.36,0.037
2021-02-01,33526.37,0.37106,1374.17,132.0,0.0348173
2021-02-02,35466.24,0.37254,1511.87,141.98,0.0313489
2021-02-03,37618.87,0.39721,1664.49,155.93,0.0372597
2021-02-04,36936.66,0.44545,1595.67,145.07,0.0529081
2021-02-05,38290.24,0.45219,1719.19,155.05,0.0467193
2021-02-06,39186.94,0.44307,1676.35,155.57,0.0576559
2021-02-07,38795.69,0.41849,1611.62,150.76,0.0779247
2021-02-08,46374.87,0.45099,1750.15,167.28,0.0787
2021-02-09,46420.42,0.47636,1769.13,181.49,0.0700121
2021-02-10,44807.58,0.50429,1740.78,181.56,0.0725527
2021-02-11,47969.51,0.52806,1785.62,183.62,0.069583
2021-02-12,47287.6,0.609,1840.26,196.69,0.0697675
2021-02-13,47153.69,0.63309,1814.96,225.76,0.0662405
2021-02-14,48577.79,0.59211,1800.42,213.49,0.0626783
2021-02-15,47911.1,0.54976,1779.25,207.83,0.0565
2021-02-16,49133.45,0.51995,1781.99,210.26,0.053476
2021-02-17,52119.71,0.53467,1849.88,237.49,0.0495187
2021-02-18,51552.6,0.53204,1939.61,226.59,0.0587991
2021-02-19,55906.0,0.56465,1955.0,236.5,0.055033
2021-02-20,55841.19,0.51167,1913.0,226.65,0.0541708
2021-02-21,57408.57,0.54468,1933.53,227.13,0.0560183
2021-02-22,54087.67,0.56646,1777.58,208.32,0.0535557
2021-02-23,48891.0,0.47579,1577.89,177.34,0.0476562
2021-02-24,49676.2,0.4686,1623.39,181.43,0.0567911
2021-02-25,47073.73,0.43601,1481.75,179.36,0.0499138
2021-02-26,46276.87,0.42788,1444.59,170.25,0.0504768
2021-02-27,46106.43,0.43589,1458.13,171.76,0.0500725
2021-02-28,45135.66,0.41565,1419.18,165.22,0.0481582
2021-03-01,49587.03,0.44537,1569.86,175.89,0.0505933
2021-03-02,48440.65,0.4357,1486.78,179.08,0.050364
2021-03-03,50349.37,0.44846,1567.69,187.64,0.0504146
2021-03-04,48374.09,0.48096,1539.23,180.67,0.0499865
2021-03-05,48751.71,0.45457,1528.31,180.23,0.0495285
2021-03-06,48882.2,0.46285,1650.35,182.85,0.0509588
2021-03-07,50971.75,0.46558,1726.16,190.75,0.0519871
2021-03-08,52375.17,0.47412,1833.18,191.85,0.0629738
2021-03-09,54884.5,0.4849,1870.51,203.81,0.0579117
2021-03-10,55851.59,0.46155,1795.12,200.29,0.0558692
2021-03-11,57773.16,0.45187,1825.78,201.36,0.0559286
2021-03-12,57221.72,0.43934,1766.1,220.84,0.0552731
2021-03-13,61188.39,0.45787,1922.35,226.06,0.0627892
2021-03-14,58968.31,0.43905,1848.1,213.94,0.058221
2021-03-15,55605.2,0.43574,1793.48,200.59,0.0569691
2021-03-16,56900.75,0.46024,1805.12,201.6,0.0586507
2021-03-17,58912.97,0.4698,1823.58,205.98,0.057892
2021-03-18,57648.16,0.46893,1776.08,199.7,0.0573485
2021-03-19,58030.01,0.46651,1809.1,199.96,0.0582472
2021-03-20,58102.28,0.52613,1806.1,200.17,0.0588186
2021-03-21,57351.56,0.51651,1782.98,195.31,0.0574781
2021-03-22,54083.25,0.5441,1680.97,185.67,0.054888
2021-03-23,54340.89,0.5498,1668.08,185.83,0.0533532
2021-03-24,52303.65,0.48021,1581.84,176.05,0.0514996
2021-03-25,51293.78,0.51058,1585.74,171.53,0.051266
2021-03-26,55025.59,0.56357,1698.84,183.45,0.053931
2021-03-27,55817.14,0.54752,1712.63,184.06,0.054436
2021-03-28,55777.63,0.54552,1687.01,184.24,0.0536656
2021-03-29,57635.47,0.56538,1816.74,193.73,0.054124
2021-03-30,58746.57,0.5621,1840.46,195.74,0.0540003
2021-03-31,58740.55,0.56982,1919.37,196.7,0.0537699
2021-04-01,58720.44,0.57087,1968.05,202.86,0.062151
2021-04-02,58950.01,0.60701,2133.69,211.46,0.0575849
2021-04-03,57051.94,0.57831,2008.52,195.23,0.0555113
2021-04-04,58202.01,0.635,2075.69,202.21,0.0573943
2021-04-05,59129.99,0.91584,2107.38,221.48,0.0599992
2021-04-06,57991.15,1.09663,2112.21,237.04,0.0644047
2021-04-07,55953.45,0.91542,1963.47,219.05,0.0587769
2021-04-08,58077.52,1.05599,2080.46,226.11,0.0617838
2021-04-09,58142.54,1.01721,2066.87,221.12,0.0615878
2021-04-10,59769.13,1.3728,2133.49,256.34,0.0637167
2021-04-11,60002.43,1.35118,2151.36,252.31,0.07433
2021-04-12,59860.0,1.46843,2137.69,244.42,0.0707343
2021-04-13,63575.0,1.79611,2299.19,267.59,0.094402
2021-04-14,62959.53,1.83468,2432.6,278.86,0.1214329
2021-04-15,63159.98,1.75781,2514.04,285.63,0.1823599
2021-04-16,61334.8,1.54805,2422.67,308.43,0.3654434
2021-04-17,60006.66,1.53896,2317.6,300.86,0.2822532
2021-04-18,56150.01,1.40797,2235.64,273.36,0.3223299
2021-04-19,55633.14,1.30945,2161.12,261.38,0.408903
2021-04-20,56425.0,1.38501,2330.03,260.68,0.3173205
2021-04-21,53787.63,1.29097,2357.06,257.69,0.3058251
2021-04-22,51690.96,1.15489,2397.94,252.5,0.2606615
2021-04-23,51125.14,1.17073,2367.39,241.31,0.2498155
2021-04-24,50047.84,1.04833,2213.35,224.75,0.27
2021-04-25,49066.77,1.0351,2320.49,223.88,0.25159
2021-04-26,54001.39,1.3629,2532.6,247.42,0.27161
2021-04-27,55011.97,1.4017,2666.13,259.77,0.27232
2021-04-28,54846.22,1.3576,2748.24,258.51,0.32311
2021-04-29,53555.0,1.3978,2757.04,255.31,0.30479
2021-04-30,57694.27,1.5988,2772.42,271.13,0.33746
2021-05-01,57800.37,1.651,2944.77,276.78,0.39087
2021-05-02,56578.21,1.5605,2949.56,268.88,0.37397
2021-05-03,57169.39,1.5546,3431.04,294.87,0.44142
2021-05-04,53200.01,1.3877,3239.01,305.23,0.53854
2021-05-05,57436.11,1.6133,3524.26,356.04,0.654
2021-05-06,56393.68,1.6028,3489.73,354.67,0.58106
2021-05-07,57314.75,1.5793,3479.53,344.89,0.68982
2021-05-08,58862.05,1.5611,3910.26,347.1,0.63708
2021-05-09,58240.84,1.5345,3923.95,387.8,0.57063
2021-05-10,55816.14,1.3906,3945.88,358.89,0.45074
2021-05-11,56670.02,1.4786,4173.45,377.6,0.49326
2021-05-12,49631.32,1.2691,3823.21,310.4,0.3916
2021-05-13,49670.97,1.364,3717.91,317.95,0.48945
2021-05-14,49841.45,1.4,4075.01,326.23,0.55971
2021-05-15,46762.99,1.4904,3646.68,300.3,0.50855
2021-05-16,46431.5,1.4496,3582.1,295.89,0.5137
2021-05-17,43538.04,1.4946,3282.51,281.53,0.4875
2021-05-18,42849.78,1.5889,3375.07,293.98,0.47574
2021-05-19,36690.09,1.0568,2438.92,185.93,0.32945
2021-05-20,40526.64,1.1795,2768.62,210.74,0.39758
2021-05-21,37252.01,1.0062,2430.98,179.97,0.35778
2021-05-22,37449.73,0.9052,2294.87,169.32,0.34199
2021-05-23,34655.25,0.7898,2096.39,142.39,0.30633
2021-05-24,38796.29,0.993,2648.43,185.32,0.36589
2021-05-25,38324.72,0.9746,2705.11,183.76,0.34598
2021-05-26,39241.91,1.0316,2884.94,198.91,0.35284
2021-05-27,38529.98,0.9747,2742.23,194.32,0.33403
2021-05-28,35663.49,0.8985,2412.1,177.33,0.31123
2021-05-29,34605.15,0.8318,2278.74,164.01,0.3028
2021-05-30,35641.27,0.9058,2385.98,170.51,0.30179
2021-05-31,37253.81,1.0409,2706.15,187.97,0.32557
2021-06-01,36693.09,1.0108,2634.57,182.99,0.37006
2021-06-02,37568.68,1.0241,2706.22,187.14,0.42338
2021-06-03,39246.79,1.045,2857.25,193.5,0.40078
2021-06-04,36829.0,0.9683,2689.51,178.44,0.37628
2021-06-05,35513.2,0.923,2627.73,172.94,0.3713
2021-06-06,35796.31,0.947,2711.92,176.41,0.37143
2021-06-07,33552.79,0.8618,2592.05,161.95,0.33146
2021-06-08,33380.81,0.8731,2507.23,160.63,0.32586
2021-06-09,37388.05,0.9218,2610.18,172.56,0.34318
2021-06-10,36675.72,0.8686,2471.09,168.16,0.32606
2021-06-11,37331.98,0.8471,2354.01,162.83,0.3187
2021-06-12,37076.04,0.8393,2335.78,160.64,0.31568
