,Date,BTC,ETH,LTC,XRP
815,2019-03-23,4006.01000000,137.28000000,60.89000000,0.31182000
816,2019-03-22,3986.93000000,135.98000000,59.26000000,0.31041000
817,2019-03-21,3980.64000000,134.85000000,58.54000000,0.30965000
818,2019-03-20,4043.04000000,139.01000000,60.27000000,0.31779000
819,2019-03-19,4015.53000000,138.55000000,59.52000000,0.31594000
820,2019-03-18,3987.81000000,137.59000000,59.17000000,0.31452000
821,2019-03-17,3981.14000000,138.67000000,60.47000000,0.31540000
822,2019-03-16,4005.98000000,140.92000000,61.21000000,0.31868000
823,2019-03-15,3923.76000000,136.56000000,58.52000000,0.31473000
824,2019-03-14,3877.12000000,132.20000000,55.94000000,0.31131000
825,2019-03-13,3866.00000000,131.65000000,55.29000000,0.31332000
826,2019-03-12,3882.73000000,133.57000000,56.58000000,0.31031000
827,2019-03-11,3871.61000000,132.67000000,54.82000000,0.30992000
828,2019-03-10,3916.82000000,135.37000000,56.59000000,0.31289000
829,2019-03-09,3943.04000000,137.27000000,57.78000000,0.31389000
830,2019-03-08,3864.89000000,133.52000000,55.61000000,0.30775000
831,2019-03-07,3873.64000000,136.81000000,56.73000000,0.31311000
832,2019-03-06,3861.84000000,137.40000000,55.37000000,0.31629000
833,2019-03-05,3857.73000000,136.72000000,52.52000000,0.31471000
834,2019-03-04,3715.30000000,125.65000000,45.78000000,0.30207000
835,2019-03-03,3807.75000000,130.60000000,47.86000000,0.31114000
836,2019-03-02,3819.93000000,132.56000000,48.49000000,0.31382000
837,2019-03-01,3823.00000000,135.32000000,47.05000000,0.31564000
838,2019-02-28,3813.69000000,135.34000000,45.61000000,0.31390000
839,2019-02-27,3818.07000000,135.02000000,45.16000000,0.31067000
840,2019-02-26,3809.23000000,136.22000000,44.76000000,0.31658000
841,2019-02-25,3827.92000000,137.87000000,45.40000000,0.32731000
842,2019-02-24,3743.56000000,132.10000000,43.75000000,0.29757000
843,2019-02-23,4117.76000000,157.79000000,51.40000000,0.33201000
844,2019-02-22,3962.00000000,147.36000000,49.19000000,0.32105000
845,2019-02-21,3937.31000000,145.69000000,48.94000000,0.32070000
846,2019-02-20,3969.74000000,148.44000000,51.50000000,0.33150000
847,2019-02-19,3907.79000000,143.44000000,47.14000000,0.32238000
848,2019-02-18,3898.60000000,145.69000000,47.84000000,0.32194000
849,2019-02-17,3667.58000000,133.75000000,43.91000000,0.30318000
850,2019-02-16,3618.41000000,122.67000000,43.34000000,0.30077000
851,2019-02-15,3602.47000000,121.67000000,42.58000000,0.30194000
852,2019-02-14,3590.56000000,120.42000000,41.26000000,0.30081000
853,2019-02-13,3609.40000000,121.86000000,41.61000000,0.30382000
854,2019-02-12,3631.46000000,122.41000000,43.89000000,0.30514000
855,2019-02-11,3631.05000000,120.89000000,42.90000000,0.30255000
856,2019-02-10,3680.06000000,125.12000000,46.79000000,0.30988000
857,2019-02-09,3665.18000000,119.19000000,44.68000000,0.31215000
858,2019-02-08,3659.04000000,119.25000000,42.99000000,0.31205000
859,2019-02-07,3398.40000000,104.48000000,33.24000000,0.29145000
860,2019-02-06,3405.37000000,104.50000000,32.79000000,0.28940000
861,2019-02-05,3471.59000000,107.27000000,34.34000000,0.29972000
862,2019-02-04,3463.22000000,107.68000000,34.09000000,0.29939000
863,2019-02-03,3458.11000000,107.36000000,33.44000000,0.30219000
864,2019-02-02,3504.77000000,110.42000000,34.59000000,0.31030000
865,2019-02-01,3462.07000000,106.73000000,32.65000000,0.30624000
866,2019-01-31,3434.10000000,106.44000000,31.41000000,0.30911000
867,2019-01-30,3458.18000000,108.29000000,31.68000000,0.32109000
868,2019-01-29,3411.04000000,104.45000000,30.81000000,0.28693000
869,2019-01-28,3434.15000000,105.50000000,30.94000000,0.29223000
870,2019-01-27,3550.84000000,112.05000000,32.21000000,0.30646000
871,2019-01-26,3565.25000000,115.34000000,32.80000000,0.31258000
872,2019-01-25,3565.29000000,115.11000000,32.69000000,0.31384000
873,2019-01-24,3569.62000000,116.39000000,32.51000000,0.31593000
874,2019-01-23,3552.82000000,116.44000000,31.69000000,0.31415000
875,2019-01-22,3570.93000000,117.81000000,31.41000000,0.31762000
876,2019-01-21,3526.90000000,115.63000000,30.82000000,0.31767000
877,2019-01-20,3539.28000000,117.47000000,30.64000000,0.31680000
878,2019-01-19,3665.30000000,122.60000000,32.00000000,0.32670000
879,2019-01-18,3594.87000000,119.17000000,30.77000000,0.32036000
880,2019-01-17,3616.21000000,121.54000000,31.40000000,0.32489000
881,2019-01-16,3591.84000000,121.48000000,31.29000000,0.32570000
882,2019-01-15,3553.06000000,118.95000000,30.75000000,0.32150000
883,2019-01-14,3626.09000000,126.95000000,31.71000000,0.32871000
884,2019-01-13,3476.81000000,114.16000000,29.59000000,0.31132000
885,2019-01-12,3583.13000000,123.35000000,31.65000000,0.32557000
886,2019-01-11,3601.31000000,124.65000000,31.49000000,0.32580000
887,2019-01-10,3585.88000000,124.95000000,32.81000000,0.32464000
888,2019-01-09,3966.65000000,148.10000000,38.17000000,0.36480000
889,2019-01-08,3955.13000000,147.60000000,38.70000000,0.36073000
890,2019-01-07,3975.45000000,149.34000000,37.35000000,0.36022000
891,2019-01-06,3987.60000000,153.86000000,38.30000000,0.36042000
892,2019-01-05,3770.96000000,152.83000000,34.33000000,0.34851000
893,2019-01-04,3792.01000000,151.97000000,31.76000000,0.35308000
894,2019-01-03,3766.78000000,146.30000000,31.39000000,0.35240000
895,2019-01-02,3858.56000000,152.01000000,32.67000000,0.36882000
896,2019-01-01,3797.14000000,139.10000000,31.48000000,0.36080000
897,2018-12-31,3702.90000000,131.45000000,29.90000000,0.34849000
898,2018-12-30,3801.91000000,137.77000000,31.38000000,0.36489000
899,2018-12-29,3695.32000000,132.89000000,30.28000000,0.35593000
900,2018-12-28,3839.26000000,135.30000000,31.80000000,0.36997000
901,2018-12-27,3567.91000000,113.80000000,27.55000000,0.33368000
902,2018-12-26,3777.74000000,129.35000000,30.30000000,0.37253000
903,2018-12-25,3745.79000000,127.60000000,30.50000000,0.37598000
904,2018-12-24,4008.01000000,138.03000000,32.68000000,0.40092000
905,2018-12-23,3929.71000000,129.03000000,32.97000000,0.36690000
906,2018-12-22,3948.91000000,115.20000000,31.33000000,0.35644000
907,2018-12-21,3838.66000000,107.69000000,30.29000000,0.35428000
908,2018-12-20,4049.62000000,114.05000000,32.18000000,0.37228000
909,2018-12-19,3662.22000000,98.74000000,28.83000000,0.34468000
910,2018-12-18,3652.98000000,100.39000000,29.89000000,0.34979000
911,2018-12-17,3509.08000000,94.02000000,28.95000000,0.32721000
912,2018-12-16,3228.67000000,84.67000000,25.52000000,0.28669000
913,2018-12-15,3211.72000000,83.76000000,23.60000000,0.28422000
914,2018-12-14,3224.17000000,83.82000000,23.34000000,0.28816000
915,2018-12-13,3302.06000000,86.34000000,23.08000000,0.29934000
916,2018-12-12,3445.00000000,89.41000000,24.13000000,0.30463000
917,2018-12-11,3380.39000000,87.76000000,23.41000000,0.29904000
918,2018-12-10,3432.88000000,89.91000000,24.14000000,0.29956000
919,2018-12-09,3545.37000000,93.26000000,25.37000000,0.30914000
920,2018-12-08,3410.93000000,90.38000000,24.22000000,0.30247000
921,2018-12-07,3403.55000000,93.05000000,24.91000000,0.30114000
922,2018-12-06,3508.75000000,91.00000000,26.78000000,0.30919000
923,2018-12-05,3769.84000000,102.71000000,29.27000000,0.33950000
924,2018-12-04,3951.64000000,109.94000000,31.13000000,0.35231000
925,2018-12-03,3884.01000000,108.76000000,30.90000000,0.34827000
926,2018-12-02,4161.01000000,116.57000000,33.82000000,0.36963000
927,2018-12-01,4190.02000000,118.10000000,34.17000000,0.37205000
928,2018-11-30,4041.32000000,113.73000000,32.21000000,0.36466000
929,2018-11-29,4295.84000000,117.98000000,33.88000000,0.38149000
930,2018-11-28,4264.85000000,122.90000000,34.74000000,0.39203000
931,2018-11-27,3875.21000000,111.43000000,31.61000000,0.36500000
932,2018-11-26,3862.20000000,110.68000000,30.18000000,0.36354000
933,2018-11-25,4085.78000000,118.67000000,31.49000000,0.38200000
934,2018-11-24,3932.44000000,114.89000000,29.73000000,0.37982000
935,2018-11-23,4420.61000000,125.02000000,32.74000000,0.41447000
936,2018-11-22,4370.00000000,126.63000000,32.11000000,0.42831000
937,2018-11-21,4661.07000000,138.23000000,35.15000000,0.45367000
938,2018-11-20,4558.86000000,133.82000000,33.80000000,0.44285000
939,2018-11-19,4910.03000000,150.81000000,37.07000000,0.48250000
940,2018-11-18,5662.00000000,178.97000000,42.61000000,0.51611000
941,2018-11-17,5628.29000000,176.20000000,42.43000000,0.49813000
942,2018-11-16,5655.94000000,176.89000000,42.89000000,0.47765000
943,2018-11-15,5753.40000000,184.35000000,44.78000000,0.48931000
944,2018-11-14,5922.41000000,187.43000000,45.05000000,0.48460000
945,2018-11-13,6457.66000000,209.84000000,50.43000000,0.51736000
946,2018-11-12,6453.07000000,212.89000000,51.26000000,0.52450000
947,2018-11-11,6449.81000000,212.54000000,51.46000000,0.51019000
948,2018-11-10,6433.05000000,213.25000000,52.48000000,0.50956000
949,2018-11-09,6419.99000000,210.77000000,52.25000000,0.50440000
950,2018-11-08,6479.84000000,212.79000000,52.72000000,0.49694000
951,2018-11-07,6578.46000000,219.07000000,54.47000000,0.54090000
952,2018-11-06,6519.11000000,220.74000000,56.48000000,0.55523000
953,2018-11-05,6468.99000000,210.66000000,53.91000000,0.50220000
954,2018-11-04,6485.85000000,212.11000000,54.60000000,0.46999000
955,2018-11-03,6387.09000000,200.31000000,51.04000000,0.45713000
956,2018-11-02,6433.98000000,202.35000000,51.78000000,0.46300000
957,2018-11-01,6410.00000000,199.96000000,50.61000000,0.46141000
958,2018-10-31,6371.93000000,198.73000000,49.93000000,0.45418000
959,2018-10-30,6330.87000000,197.27000000,49.34000000,0.44749000
960,2018-10-29,6344.50000000,196.96000000,49.21000000,0.44506000
961,2018-10-28,6489.93000000,204.99000000,52.07000000,0.46472000
962,2018-10-27,6505.60000000,204.45000000,52.25000000,0.46012000
963,2018-10-26,6538.63000000,204.92000000,52.56000000,0.46657000
964,2018-10-25,6528.09000000,203.93000000,52.84000000,0.46351000
965,2018-10-24,6565.50000000,205.35000000,53.11000000,0.46402000
966,2018-10-23,6553.51000000,205.85000000,53.33000000,0.47006000
967,2018-10-22,6581.20000000,206.67000000,53.12000000,0.46192000
968,2018-10-21,6590.11000000,207.49000000,53.61000000,0.46458000
969,2018-10-20,6588.40000000,207.91000000,54.28000000,0.46788000
970,2018-10-19,6528.88000000,205.00000000,53.71000000,0.46077000
971,2018-10-18,6618.96000000,206.24000000,53.53000000,0.46750000
972,2018-10-17,6740.89000000,212.85000000,55.27000000,0.48437000
973,2018-10-16,6759.27000000,215.09000000,55.54000000,0.48352000
974,2018-10-15,6752.50000000,214.39000000,56.16000000,0.46168000
975,2018-10-14,6339.34000000,197.01000000,52.61000000,0.40994000
976,2018-10-13,6332.93000000,201.30000000,54.05000000,0.42270000
977,2018-10-12,6298.01000000,196.96000000,53.74000000,0.42071000
978,2018-10-11,6252.68000000,191.58000000,51.36000000,0.38315000
979,2018-10-10,6631.00000000,226.74000000,58.46000000,0.46605000
980,2018-10-09,6656.61000000,228.40000000,59.03000000,0.48199000
981,2018-10-08,6673.01000000,230.01000000,59.66000000,0.49335000
982,2018-10-07,6615.26000000,226.14000000,58.33000000,0.48269000
983,2018-10-06,6594.27000000,225.40000000,57.96000000,0.48964000
984,2018-10-05,6635.65000000,228.37000000,58.93000000,0.52110000
985,2018-10-04,6593.79000000,222.66000000,58.42000000,0.52940000
986,2018-10-03,6510.00000000,220.77000000,57.56000000,0.52930000
987,2018-10-02,6525.79000000,225.69000000,59.46000000,0.51692000
988,2018-10-01,6611.61000000,231.61000000,60.45000000,0.57760000
989,2018-09-30,6626.57000000,232.94000000,61.21000000,0.58257000
990,2018-09-29,6596.38000000,231.62000000,61.61000000,0.56876000
991,2018-09-28,6634.58000000,221.84000000,61.95000000,0.54025000
992,2018-09-27,6689.13000000,229.13000000,63.28000000,0.54305000
993,2018-09-26,6465.12000000,214.42000000,57.18000000,0.51300000
994,2018-09-25,6447.54000000,219.62000000,57.61000000,0.52560000
995,2018-09-24,6581.39000000,228.06000000,58.01000000,0.49358000
996,2018-09-23,6708.00000000,244.50000000,61.38000000,0.57190000
997,2018-09-22,6723.05000000,241.01000000,60.65000000,0.57368000
998,2018-09-21,6759.02000000,247.73000000,60.83000000,0.56405000
999,2018-09-20,6492.00000000,224.00000000,56.53000000,0.44819000
